order_id,order_date,region,channel,customer_type,category,product,units_sold,unit_price,unit_cost,discount_pct,returned,net_sales,profit
10251,2026-03-22,Irbid,Retail,Returning,Accessories,USB-C Cable,1,12.42,3.17,0.0,No,12.42,9.25
10536,2026-02-14,Zarqa,Retail,New,Home,Blender,3,59.32,34.99,10.0,No,160.16,55.19
10140,2026-03-03,Zarqa,Online,Returning,Electronics,Smart Watch,1,93.53,52.72,0.0,No,93.53,40.81
10168,2026-02-04,Aqaba,Retail,Returning,Accessories,USB-C Cable,3,12.14,2.99,0.0,No,36.42,27.45
10355,2026-02-15,Irbid,Wholesale,Returning,Electronics,Smart Watch,7,92.44,53.96,0.0,No,647.08,269.36
10612,2026-02-13,Aqaba,Retail,New,Accessories,Phone Case,6,18.01,6.08,10.0,No,97.25,60.77
10404,2026-03-04,Aqaba,Retail,Returning,Home,Air Fryer,5,118.83,71.62,10.0,No,534.74,176.63
10396,2026-05-08,Zarqa,Retail,New,Home,Coffee Maker,3,82.46,50.33,10.0,No,222.64,71.65
10615,2026-05-07,Amman,Online,Returning,Accessories,Backpack,3,45.19,22.94,10.0,Yes,14.64,-54.18
10279,2026-04-24,Zarqa,Wholesale,Returning,Electronics,Power Bank,4,35.75,18.83,5.0,No,135.85,60.53
10586,2026-06-27,Aqaba,Online,New,Accessories,USB-C Cable,4,12.27,2.97,20.0,No,39.26,27.38
10101,2026-04-19,Amman,Online,New,Electronics,Power Bank,5,34.55,17.78,15.0,No,146.84,57.94
10306,2026-06-28,Amman,Wholesale,Returning,Accessories,Backpack,6,45.89,22.38,20.0,No,220.27,85.99
10491,2026-01-08,Amman,Online,Returning,Home,Coffee Maker,2,87.45,50.57,15.0,No,148.66,47.52
10638,2026-04-24,Amman,Online,Returning,Electronics,Smart Watch,4,97.04,54.16,5.0,Yes,44.25,-172.39
10646,2026-02-13,Irbid,Retail,New,Home,Air Fryer,2,118.43,70.87,20.0,No,189.49,47.75
10311,2026-02-24,Amman,Retail,New,Accessories,Phone Case,3,17.7,6.12,5.0,Yes,6.05,-12.31
10614,2026-02-06,Amman,Online,New,Home,Air Fryer,5,117.79,72.47,5.0,No,559.5,197.15
10322,2026-03-23,Zarqa,Online,New,Home,Coffee Maker,1,85.03,48.72,15.0,No,72.28,23.56
10269,2026-02-17,Amman,Online,New,Accessories,Phone Case,3,18.56,6.17,0.0,No,55.68,37.17
10358,2026-05-27,Amman,Online,New,Electronics,Smart Watch,6,98.68,54.97,25.0,No,444.06,114.24
10643,2026-06-29,Amman,Wholesale,Returning,Accessories,Backpack,10,46.39,22.2,10.0,No,417.51,195.51
10155,2026-01-21,Zarqa,Online,Returning,Home,Blender,6,58.79,33.83,5.0,No,335.1,132.12
10132,2026-03-03,Irbid,Online,New,Home,Coffee Maker,1,85.66,50.19,20.0,No,68.53,18.34
10231,2026-01-18,Aqaba,Online,Returning,Accessories,Phone Case,2,18.45,6.18,5.0,No,35.05,22.7
10375,2026-05-17,Amman,Online,Returning,Electronics,Wireless Earbuds,5,53.45,28.78,5.0,No,253.89,109.99
10271,2026-01-02,Irbid,Online,Returning,Home,Blender,5,58.25,34.94,5.0,No,276.69,101.99
10115,2026-03-13,Zarqa,Retail,Returning,Home,Coffee Maker,6,83.5,49.64,5.0,No,475.95,178.11
10403,2026-02-10,Amman,Wholesale,Returning,Home,Coffee Maker,7,84.19,50.11,10.0,No,530.4,179.63
10639,2026-04-27,Amman,Online,Returning,Electronics,Power Bank,1,34.59,18.66,10.0,No,31.13,12.47
10091,2026-01-06,Irbid,Retail,New,Electronics,Smart Watch,6,92.99,51.56,10.0,No,502.15,192.79
10211,2026-06-03,Amman,Retail,Returning,Electronics,Wireless Earbuds,6,55.81,29.37,10.0,No,301.37,125.15
10227,2026-05-13,Irbid,Online,Returning,Home,Air Fryer,2,115.49,71.38,10.0,No,207.88,65.12
10626,2026-03-14,Amman,Online,New,Electronics,Smart Watch,6,93.43,51.57,0.0,No,560.58,251.16
10351,2026-01-31,Irbid,Wholesale,Returning,Accessories,USB-C Cable,8,11.97,3.0,0.0,No,95.76,71.76
10300,2026-04-15,Irbid,Retail,Returning,Electronics,Wireless Earbuds,6,56.48,29.11,10.0,No,304.99,130.33
10152,2026-05-24,Amman,Retail,Returning,Accessories,Phone Case,4,18.48,6.11,0.0,No,73.92,49.48
10478,2026-05-04,Amman,Online,Returning,Electronics,Wireless Earbuds,2,55.54,27.86,15.0,No,94.42,38.7
10523,2026-03-01,Zarqa,Retail,New,Accessories,USB-C Cable,6,11.73,3.17,5.0,No,66.86,47.84
10095,2026-05-17,Irbid,Retail,Returning,Accessories,Backpack,5,45.27,21.58,10.0,No,203.72,95.82
10356,2026-04-14,Amman,Retail,New,Accessories,Phone Case,1,18.71,5.91,0.0,No,18.71,12.8
10602,2026-01-14,Irbid,Online,New,Home,Coffee Maker,3,84.2,47.75,25.0,No,189.45,46.2
10345,2026-06-28,Zarqa,Online,Returning,Accessories,Backpack,5,46.72,22.37,20.0,No,186.88,75.03
10264,2026-03-01,Amman,Retail,Returning,Electronics,Smart Watch,5,97.65,51.54,5.0,No,463.84,206.14
10502,2026-02-22,Zarqa,Online,New,Electronics,Wireless Earbuds,4,55.63,28.29,5.0,No,211.39,98.23
10260,2026-01-30,Zarqa,Online,New,Accessories,Backpack,5,43.79,21.57,15.0,No,186.11,78.26
10037,2026-03-01,Aqaba,Retail,New,Home,Air Fryer,4,116.8,75.19,20.0,No,373.76,73.0
10335,2026-02-04,Aqaba,Retail,New,Electronics,Smart Watch,5,93.8,54.76,0.0,No,469.0,195.2
10578,2026-05-16,Amman,Online,Returning,Accessories,USB-C Cable,6,12.11,3.11,15.0,No,61.76,43.1
10635,2026-03-30,Amman,Retail,Returning,Accessories,Backpack,6,45.46,22.4,10.0,No,245.48,111.08
10001,2026-01-17,Amman,Wholesale,Returning,Accessories,Backpack,4,46.05,22.94,25.0,No,138.15,46.39
10042,2026-05-11,Zarqa,Online,Returning,Electronics,Wireless Earbuds,2,56.29,28.05,15.0,No,95.69,39.59
10145,2026-03-27,Amman,Online,New,Electronics,Smart Watch,5,94.54,52.66,10.0,No,425.43,162.13
10330,2026-01-28,Aqaba,Retail,Returning,Accessories,Phone Case,1,18.31,6.1,10.0,No,16.48,10.38
10011,2026-01-31,Zarqa,Online,Returning,Home,Air Fryer,3,113.98,74.19,5.0,No,324.84,102.27
10649,2026-05-05,Amman,Online,Returning,Electronics,Power Bank,1,35.91,18.91,10.0,No,32.32,13.41
10650,2026-06-30,Aqaba,Online,New,Electronics,Power Bank,4,34.33,19.01,25.0,No,102.99,26.95
10238,2026-04-14,Zarqa,Online,New,Accessories,Backpack,5,46.6,22.63,10.0,No,209.7,96.55
10190,2026-06-04,Zarqa,Retail,New,Electronics,Smart Watch,5,96.99,52.8,25.0,No,363.71,99.71
10492,2026-01-11,Aqaba,Online,Returning,Electronics,Wireless Earbuds,6,53.42,27.5,0.0,No,320.52,155.52
10627,2026-04-25,Amman,Online,Returning,Home,Blender,1,59.03,35.92,25.0,No,44.27,8.35
10590,2026-05-04,Amman,Online,Returning,Electronics,Smart Watch,4,93.28,52.87,10.0,No,335.81,124.33
10298,2026-04-14,Amman,Online,Returning,Accessories,Phone Case,6,18.0,6.1,20.0,No,86.4,49.8
10409,2026-06-30,Amman,Online,Returning,Accessories,USB-C Cable,2,11.76,3.0,30.0,No,16.46,10.46
10349,2026-01-18,Aqaba,Online,Returning,Accessories,Phone Case,1,17.74,5.93,5.0,No,16.85,10.92
10039,2026-05-06,Irbid,Online,Returning,Accessories,Backpack,1,45.52,22.94,30.0,No,31.86,8.92
10516,2026-05-01,Amman,Wholesale,Returning,Electronics,Smart Watch,7,93.83,53.98,25.0,No,492.61,114.75
10498,2026-06-12,Amman,Wholesale,Returning,Home,Air Fryer,6,116.24,71.72,15.0,No,592.82,162.5
10108,2026-03-23,Amman,Retail,New,Electronics,Power Bank,2,36.25,18.92,0.0,No,72.5,34.66
10286,2026-04-10,Aqaba,Online,Returning,Electronics,Wireless Earbuds,6,55.74,28.87,25.0,No,250.83,77.61
10082,2026-06-13,Zarqa,Wholesale,Returning,Accessories,USB-C Cable,5,11.73,2.95,25.0,No,43.99,29.24
10126,2026-01-26,Amman,Online,Returning,Home,Blender,4,62.32,33.51,25.0,No,186.96,52.92
10471,2026-01-11,Irbid,Online,New,Electronics,Wireless Earbuds,6,55.04,28.5,10.0,No,297.22,126.22
10421,2026-02-13,Amman,Retail,Returning,Accessories,Backpack,2,46.03,23.06,25.0,No,69.05,22.93
10184,2026-03-10,Aqaba,Online,New,Accessories,USB-C Cable,4,11.71,3.03,20.0,No,37.47,25.35
10247,2026-03-29,Amman,Wholesale,Returning,Accessories,Phone Case,8,17.64,6.13,20.0,No,112.9,63.86
10206,2026-01-16,Zarqa,Retail,Returning,Home,Air Fryer,3,119.02,73.39,10.0,No,321.35,101.18
10268,2026-03-30,Amman,Wholesale,Returning,Accessories,USB-C Cable,10,11.95,3.07,10.0,No,107.55,76.85
10546,2026-03-27,Irbid,Online,Returning,Accessories,Phone Case,3,18.11,6.21,10.0,No,48.9,30.27
10050,2026-03-22,Amman,Online,Returning,Electronics,Wireless Earbuds,4,56.63,27.79,15.0,No,192.54,81.38
10576,2026-03-10,Amman,Online,Returning,Electronics,Power Bank,4,35.15,17.86,5.0,No,133.57,62.13
10603,2026-04-25,Amman,Online,New,Electronics,Power Bank,4,34.05,18.96,10.0,No,122.58,46.74
10580,2026-01-05,Amman,Retail,Returning,Home,Blender,2,61.36,35.87,10.0,No,110.45,38.71
10068,2026-02-04,Amman,Online,Returning,Home,Air Fryer,4,116.54,73.31,25.0,No,349.62,56.38
10601,2026-02-25,Zarqa,Retail,Returning,Electronics,Power Bank,6,34.59,17.77,5.0,No,197.16,90.54
10338,2026-06-18,Irbid,Wholesale,Returning,Accessories,Phone Case,6,17.54,6.0,10.0,No,94.72,58.72
10346,2026-05-04,Amman,Wholesale,New,Accessories,USB-C Cable,9,12.16,3.06,15.0,No,93.02,65.48
10331,2026-05-29,Irbid,Online,Returning,Electronics,Power Bank,5,35.6,17.73,5.0,No,169.1,80.45
10343,2026-06-21,Irbid,Online,Returning,Electronics,Smart Watch,2,97.87,53.47,5.0,No,185.95,79.01
10545,2026-01-04,Amman,Online,Returning,Home,Coffee Maker,5,83.69,47.22,10.0,No,376.61,140.51
10162,2026-06-12,Amman,Online,New,Electronics,Smart Watch,1,95.12,54.83,10.0,No,85.61,30.78
10540,2026-04-22,Amman,Retail,Returning,Electronics,Smart Watch,4,98.73,51.23,10.0,No,355.43,150.51
10002,2026-06-01,Amman,Wholesale,Returning,Home,Air Fryer,8,113.38,73.75,10.0,No,816.34,226.34
10308,2026-06-24,Zarqa,Wholesale,New,Electronics,Power Bank,7,35.93,18.15,10.0,No,226.36,99.31
10514,2026-02-14,Irbid,Retail,Returning,Accessories,USB-C Cable,5,12.1,3.12,5.0,No,57.47,41.87
10228,2026-04-28,Irbid,Online,New,Home,Air Fryer,1,115.75,72.17,15.0,Yes,11.81,-60.36
10508,2026-06-17,Zarqa,Online,Returning,Electronics,Power Bank,1,35.98,19.04,15.0,No,30.58,11.54
10631,2026-04-12,Zarqa,Online,Returning,Electronics,Power Bank,2,36.24,18.0,5.0,No,68.86,32.86
10353,2026-01-05,Amman,Online,Returning,Accessories,USB-C Cable,4,12.17,2.98,10.0,No,43.81,31.89
10296,2026-04-22,Zarqa,Retail,New,Electronics,Smart Watch,3,97.87,54.38,0.0,No,293.61,130.47
10531,2026-03-03,Amman,Online,Returning,Accessories,Backpack,1,44.07,21.7,0.0,No,44.07,22.37
10006,2026-03-21,Irbid,Online,New,Electronics,Power Bank,5,34.44,17.65,0.0,No,172.2,83.95
10304,2026-03-27,Irbid,Online,Returning,Home,Coffee Maker,2,83.87,49.62,15.0,No,142.58,43.34
10207,2026-04-27,Irbid,Online,Returning,Home,Coffee Maker,5,85.24,50.73,25.0,No,319.65,66.0
10221,2026-03-20,Aqaba,Online,Returning,Electronics,Smart Watch,4,97.22,55.0,0.0,No,388.88,168.88
10154,2026-01-13,Amman,Wholesale,New,Electronics,Power Bank,10,35.64,17.88,10.0,No,320.76,141.96
10065,2026-05-24,Amman,Online,Returning,Accessories,Backpack,6,46.07,23.06,25.0,No,207.32,68.96
10282,2026-06-01,Irbid,Online,Returning,Accessories,Backpack,6,46.56,23.12,15.0,No,237.46,98.74
10435,2026-01-06,Aqaba,Retail,Returning,Home,Blender,4,60.17,34.11,10.0,No,216.61,80.17
10571,2026-06-16,Zarqa,Online,New,Accessories,Backpack,4,46.33,21.64,5.0,No,176.05,89.49
10009,2026-06-27,Amman,Wholesale,New,Electronics,Smart Watch,7,94.1,53.71,5.0,No,625.76,249.79
10034,2026-05-05,Irbid,Wholesale,Returning,Electronics,Wireless Earbuds,7,55.82,29.18,15.0,No,332.13,127.87
10584,2026-01-08,Amman,Wholesale,New,Electronics,Power Bank,8,36.14,18.04,10.0,No,260.21,115.89
10122,2026-01-05,Aqaba,Wholesale,New,Accessories,Phone Case,8,17.88,6.0,15.0,No,121.58,73.58
10323,2026-05-18,Zarqa,Online,New,Electronics,Smart Watch,1,95.02,54.35,10.0,No,85.52,31.17
10511,2026-02-09,Irbid,Online,Returning,Accessories,Phone Case,5,17.62,6.07,10.0,No,79.29,48.94
10182,2026-05-04,Aqaba,Online,Returning,Accessories,USB-C Cable,5,12.45,3.0,10.0,No,56.02,41.02
10336,2026-01-29,Aqaba,Online,Returning,Electronics,Smart Watch,2,94.28,52.14,10.0,No,169.7,65.42
10410,2026-02-15,Zarqa,Online,Returning,Electronics,Power Bank,1,35.65,18.17,10.0,No,32.09,13.91
10064,2026-06-14,Zarqa,Retail,New,Electronics,Power Bank,2,35.51,18.57,20.0,No,56.82,19.68
10113,2026-04-26,Amman,Wholesale,Returning,Accessories,Phone Case,6,18.71,6.01,0.0,No,112.26,76.2
10161,2026-04-24,Irbid,Retail,Returning,Electronics,Smart Watch,6,96.84,52.97,25.0,No,435.78,117.96
10640,2026-01-13,Zarqa,Online,Returning,Home,Coffee Maker,5,86.16,47.91,5.0,No,409.26,169.71
10417,2026-06-09,Zarqa,Online,New,Home,Blender,6,60.6,34.08,25.0,Yes,32.72,-171.76
10287,2026-04-06,Aqaba,Retail,Returning,Electronics,Wireless Earbuds,1,55.31,28.58,0.0,No,55.31,26.73
10389,2026-01-20,Amman,Retail,New,Home,Blender,6,61.65,34.85,20.0,No,295.92,86.82
10484,2026-03-26,Amman,Retail,Returning,Accessories,Backpack,4,46.22,22.96,10.0,No,166.39,74.55
10236,2026-03-12,Amman,Online,Returning,Home,Air Fryer,2,113.67,72.61,15.0,No,193.24,48.02
10326,2026-01-04,Amman,Online,New,Electronics,Wireless Earbuds,1,55.39,27.44,10.0,No,49.85,22.41
10134,2026-03-16,Amman,Retail,New,Electronics,Smart Watch,5,93.32,54.38,0.0,No,466.6,194.7
10385,2026-04-05,Amman,Online,Returning,Home,Blender,2,62.09,33.52,10.0,No,111.76,44.72
10465,2026-01-28,Amman,Retail,Returning,Electronics,Smart Watch,3,94.11,53.7,20.0,No,225.86,64.76
10138,2026-01-29,Amman,Retail,New,Home,Blender,3,58.48,33.32,15.0,No,149.12,49.16
10029,2026-05-25,Amman,Online,Returning,Electronics,Smart Watch,4,93.8,51.94,25.0,No,281.4,73.64
10469,2026-04-04,Irbid,Retail,Returning,Accessories,USB-C Cable,1,11.66,3.06,10.0,No,10.49,7.43
10272,2026-06-25,Amman,Online,Returning,Electronics,Power Bank,4,36.14,18.8,25.0,No,108.42,33.22
10241,2026-06-15,Amman,Online,New,Home,Blender,2,61.38,36.02,5.0,No,116.62,44.58
10476,2026-06-21,Amman,Retail,Returning,Home,Air Fryer,4,115.73,71.24,5.0,No,439.77,154.81
10249,2026-01-21,Irbid,Online,Returning,Electronics,Power Bank,2,34.24,18.99,15.0,No,58.21,20.23
10187,2026-01-24,Amman,Online,New,Electronics,Smart Watch,2,97.49,52.07,20.0,No,155.98,51.84
10292,2026-02-17,Irbid,Online,Returning,Accessories,Backpack,3,43.89,21.9,20.0,Yes,12.64,-53.06
10081,2026-06-05,Aqaba,Retail,Returning,Home,Air Fryer,5,113.04,73.8,15.0,No,480.42,111.42
10310,2026-03-13,Amman,Online,Returning,Accessories,Phone Case,2,18.35,6.16,10.0,No,33.03,20.71
10561,2026-04-24,Irbid,Retail,New,Home,Blender,6,60.7,36.0,0.0,No,364.2,148.2
10483,2026-03-24,Irbid,Online,New,Home,Air Fryer,4,113.8,76.08,25.0,No,341.4,37.08
10051,2026-05-15,Amman,Online,Returning,Home,Air Fryer,6,116.51,70.8,15.0,No,594.2,169.4
10455,2026-01-12,Amman,Online,Returning,Home,Air Fryer,2,119.03,70.81,0.0,No,238.06,96.44
10275,2026-06-18,Aqaba,Retail,New,Electronics,Wireless Earbuds,5,56.27,29.3,15.0,No,239.15,92.65
10487,2026-06-30,Aqaba,Retail,New,Electronics,Smart Watch,2,96.07,54.33,0.0,No,192.14,83.48
10185,2026-01-29,Amman,Online,New,Home,Blender,3,60.9,35.2,20.0,No,146.16,40.56
10316,2026-02-26,Irbid,Retail,Returning,Electronics,Smart Watch,4,97.71,51.27,5.0,No,371.3,166.22
10597,2026-05-26,Amman,Retail,Returning,Home,Blender,1,59.75,33.46,20.0,No,47.8,14.34
10239,2026-03-17,Aqaba,Online,New,Accessories,Backpack,1,44.21,22.64,10.0,Yes,4.77,-17.87
10305,2026-03-29,Aqaba,Online,Returning,Home,Air Fryer,2,112.89,75.28,20.0,Yes,21.67,-128.89
10123,2026-03-30,Aqaba,Wholesale,Returning,Electronics,Wireless Earbuds,10,55.2,28.46,15.0,No,469.2,184.6
10234,2026-03-27,Zarqa,Online,Returning,Electronics,Wireless Earbuds,6,57.09,28.02,10.0,No,308.29,140.17
10254,2026-06-19,Zarqa,Online,New,Home,Blender,3,59.03,34.03,10.0,No,159.38,57.29
10429,2026-04-01,Amman,Retail,Returning,Accessories,Backpack,4,46.59,21.96,20.0,No,149.09,61.25
10448,2026-04-28,Zarqa,Online,Returning,Electronics,Power Bank,2,34.67,18.25,10.0,No,62.41,25.91
10623,2026-01-06,Aqaba,Wholesale,,Accessories,Phone Case,7,17.85,6.2,15.0,No,106.21,62.81
10203,2026-06-22,Irbid,Online,Returning,Accessories,Backpack,2,46.52,22.08,15.0,No,79.08,34.92
10512,2026-04-22,Amman,Retail,New,Accessories,Backpack,4,46.41,21.77,10.0,No,167.08,80.0
10611,2026-02-06,Irbid,Retail,New,Electronics,Smart Watch,2,92.72,51.75,15.0,No,157.62,54.12
10420,2026-04-09,Amman,Online,Returning,Electronics,Wireless Earbuds,2,53.58,27.78,20.0,No,85.73,30.17
10121,2026-05-07,Amman,Wholesale,New,Home,Blender,9,61.88,34.98,10.0,No,501.23,186.41
10369,2026-02-24,Aqaba,Retail,New,Home,Air Fryer,6,118.02,71.14,0.0,No,708.12,281.28
10049,2026-06-27,Amman,Wholesale,New,Accessories,Phone Case,10,18.43,6.22,20.0,No,147.44,85.24
10208,2026-03-29,Amman,Online,New,Home,Coffee Maker,1,87.03,49.86,10.0,Yes,9.4,-40.46
